pathway	systematicName
WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS	M39463
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY	M39695
WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA	M39670
WP_MICRORNA_NETWORK_ASSOCIATED_WITH_CHRONIC_LYMPHOCYTIC_LEUKEMIA	M39332
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY	M39625
WP_MICROTUBULE_CYTOSKELETON_REGULATION	M39566
WP_MIR124_PREDICTED_INTERACTIONS_WITH_CELL_CYCLE_AND_DIFFERENTIATION	M39412
WP_MIR222_IN_EXERCISEINDUCED_CARDIAC_GROWTH	M42539
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS	M39421
WP_MIR517_RELATIONSHIP_WITH_ARCN1_AND_USP1	M39330
WP_MIRNA_BIOGENESIS	M39416
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE	M39524
WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER	M39425
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS	M39683
WP_MIRNA_TARGETS_IN_ECM_AND_MEMBRANE_RECEPTORS	M39565
WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE	M39376
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS	M39354
WP_MITOCHONDRIAL_BETA_OXIDATION	M45530
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	M39781
WP_MITOCHONDRIAL_COMPLEX_II_ASSEMBLY	M39898
WP_MITOCHONDRIAL_COMPLEX_III_ASSEMBLY	M39892
WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY	M39881
WP_MITOCHONDRIAL_FATTY_ACID_SYNTHESIS_PATHWAY	M40043
WP_MITOCHONDRIAL_GENE_EXPRESSION	M39544
WP_MITOCHONDRIAL_IMMUNE_RESPONSE_TO_SARSCOV2	M40066
WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION	M39365
WP_MODULATION_OF_PI3KAKTMTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS	M45553
WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION	M42548
WP_MOLYBDENUM_COFACTOR_MOCO_BIOSYNTHESIS	M39799
WP_MONOAMINE_GPCRS	M39585
WP_MONOAMINE_TRANSPORT	M39724
WP_MRNA_PROCESSING	M39406
WP_MRNA_PROTEIN_AND_METABOLITE_INDUCATION_PATHWAY_BY_CYCLOSPORIN_A	M42540
WP_MRNA_VACCINE_ACTIVATION_OF_DENDRITIC_CELL_AND_INDUCTION_OF_IFN1	M45510
WP_MTHFR_DEFICIENCY	M39755
WP_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY	M39478
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS	M39475
WP_NAD_BIOSYNTHESIS_II_FROM_TRYPTOPHAN	M39648
WP_NAD_BIOSYNTHETIC_PATHWAYS	M39704
WP_NAD_METABOLISM	M39541
WP_NAD_METABOLISM_IN_ONCOGENEINDUCED_SENESCENCE_AND_MITOCHONDRIAL_DYSFUNCTIONASSOCIATED_SENESCENCE	M40059
WP_NAD_METABOLISM_SIRTUINS_AND_AGING	M39439
WP_NANOMATERIAL_INDUCED_APOPTOSIS	M39479
WP_NANOMATERIALINDUCED_INFLAMMASOME_ACTIVATION	M39633
WP_NANOPARTICLE_TRIGGERED_AUTOPHAGIC_CELL_DEATH	M39325
WP_NANOPARTICLE_TRIGGERED_REGULATED_NECROSIS	M39487
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING	M39572
WP_NCRNAS_INVOLVED_IN_STAT3_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA	M39512
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA	M39563
WP_NEOVASCULARISATION_PROCESSES	M39506
WP_NEPHROGENESIS	M40045
WP_NEPHROTIC_SYNDROME	M39864
WP_NETRINUNC5B_SIGNALING_PATHWAY	M39782
WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING_PATHWAY	M42569
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT	M39798
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER	M39788
WP_NEURAL_CREST_DIFFERENTIATION	M39448
WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY	M39602
WP_NEUROGENESIS_REGULATION_IN_THE_OLFACTORY_EPITHELIUM	M45535
WP_NEUROINFLAMMATION	M39895
WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING	M42572
WP_NICOTINE_EFFECT_ON_CHROMAFFIN_CELLS	M45538
WP_NICOTINE_EFFECT_ON_DOPAMINERGIC_NEURONS	M39343
WP_NICOTINE_METABOLISM_IN_LIVER_CELLS	M39600
WP_NIPBL_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	M42528
WP_NITRIC_OXIDE_METABOLISM_IN_CYSTIC_FIBROSIS	M39894
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION	M39531
WP_NODLIKE_RECEPTOR_NLR_SIGNALING_PATHWAY	M39494
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	M39806
WP_NONCLASSICAL_ROLE_OF_VITAMIN_D	M42566
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3	M39568
WP_NONHOMOLOGOUS_END_JOINING	M39469
WP_NONSMALL_CELL_LUNG_CANCER	M39738
WP_NOTCH1_REGULATION_OF_ENDOTHELIAL_CELL_CALCIFICATION	M39389
WP_NOTCH_SIGNALING	M39571
WP_NOTCH_SIGNALING_PATHWAY	M39540
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_PATHWAY	M39583
WP_NRF2_PATHWAY	M39454
WP_NRF2ARE_REGULATION	M39761
WP_NRP1TRIGGERED_SIGNALING_PATHWAYS_IN_PANCREATIC_CANCER	M42568
WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL	M40040
WP_NUCLEAR_RECEPTORS	M39657
WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY	M39488
WP_NUCLEAR_RECEPTORS_METAPATHWAY	M39428
WP_NUCLEOTIDE_EXCISION_REPAIR	M39847
WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM	M42538
WP_NUCLEOTIDE_GPCRS	M39422
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY	M39698
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS	M39775
WP_OMEGA3_OMEGA6_FATTY_ACID_SYNTHESIS	M39789
WP_OMEGA9_FATTY_ACID_SYNTHESIS	M39780
WP_ONCOSTATIN_M_SIGNALING_PATHWAY	M39562
WP_ONECARBON_METABOLISM	M39471
WP_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS	M39727
WP_OSTEOBLAST_DIFFERENTIATION_AND_RELATED_DISEASES	M39852
WP_OSTEOBLAST_SIGNALING	M39599
WP_OSTEOCLAST_SIGNALING	M39694
WP_OSTEOPONTIN_SIGNALING	M39603
WP_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT	M39390
WP_OVARIAN_INFERTILITY	M39458
WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES	M39877
WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY	M39785
WP_OVERVIEW_OF_NANOPARTICLE_EFFECTS	M39473
WP_OVERVIEW_OF_PROINFLAMMATORY_AND_PROFIBROTIC_MEDIATORS	M42533
WP_OXIDATION_BY_CYTOCHROME_P450	M39653
WP_OXIDATIVE_DAMAGE_RESPONSE	M39340
WP_OXIDATIVE_PHOSPHORYLATION	M39436
WP_OXIDATIVE_STRESS_RESPONSE	M39645
WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL	M39754
WP_P38_MAPK_SIGNALING_PATHWAY	M39659
WP_P53_TRANSCRIPTIONAL_GENE_NETWORK	M40062
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY	M39732
WP_PARKINSONS_DISEASE_PATHWAY	M39461
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY	M39690
WP_PATHOGENESIS_OF_SARSCOV2_MEDIATED_BY_NSP9NSP10_COMPLEX	M39876
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	M39613
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	M39682
WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING	M39846
WP_PDGF_PATHWAY	M39555
WP_PDGFRBETA_PATHWAY	M39616
WP_PENTOSE_PHOSPHATE_METABOLISM	M39415
WP_PENTOSE_PHOSPHATE_PATHWAY_IN_SENESCENT_CELLS	M42529
WP_PEPTIDE_GPCRS	M39696
WP_PEROXIREDOXIN_2_INDUCED_OVARIAN_FAILURE	M39906
WP_PHASE_I_BIOTRANSFORMATIONS_NON_P450	M39342
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION	M39763
WP_PHOSPHOINOSITIDES_METABOLISM	M40046
WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING	M39438
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING	M39707
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING	M39709
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING	M39529
WP_PHOTODYNAMIC_THERAPYINDUCED_UNFOLDED_PROTEIN_RESPONSE	M39618
WP_PHYSICOCHEMICAL_FEATURES_AND_TOXICITYASSOCIATED_PATHWAYS	M39642
WP_PHYSIOLOGICAL_AND_PATHOLOGICAL_HYPERTROPHY_OF_THE_HEART	M39576
WP_PI3KAKT_SIGNALING_PATHWAY	M39736
WP_PI3KAKTMTOR_SIGNALING_PATHWAY_AND_THERAPEUTIC_OPPORTUNITIES	M39445
WP_PI3KAKTMTOR_VITAMIN_D3_SIGNALING	M39345
WP_PILOCYTIC_ASTROCYTOMA	M39584
WP_PKCGAMMA_CALCIUM_SIGNALING_PATHWAY_IN_ATAXIA	M39795
WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS	M39807
WP_PLURIPOTENT_STEM_CELL_DIFFERENTIATION_PATHWAY	M39427
WP_PPAR_SIGNALING_PATHWAY	M39553
WP_PPARALPHA_PATHWAY	M39547
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME	M39542
WP_PREGNANE_X_RECEPTOR_PATHWAY	M39567
WP_PREIMPLANTATION_EMBRYO	M39579
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS	M39403
WP_PRION_DISEASE_PATHWAY	M39636
WP_PROGERIAASSOCIATED_LIPODYSTROPHY	M42534
WP_PROLACTIN_SIGNALING_PATHWAY	M39601
WP_PROSTAGLANDIN_AND_LEUKOTRIENE_METABOLISM_IN_SENESCENCE	M42531
WP_PROSTAGLANDIN_SIGNALING	M42532
WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION	M39355
WP_PROSURVIVAL_SIGNALING_OF_NEUROPROTECTIN_D1	M45549
WP_PROTEASOME_DEGRADATION	M39639
WP_PROTEOGLYCAN_BIOSYNTHESIS	M39865
WP_PROXIMAL_TUBULE_TRANSPORT	M39812
WP_PTDINS45P2_IN_CYTOKINESIS_PATHWAY	M45558
WP_PTF1A_RELATED_REGULATORY_PATHWAY	M39548
WP_PURINE_METABOLISM	M39873
WP_PURINE_METABOLISM_AND_RELATED_DISORDERS	M39766
WP_PURINERGIC_SIGNALING	M39855
WP_PYRIMIDINE_METABOLISM	M39336
WP_PYRIMIDINE_METABOLISM_AND_RELATED_DISEASES	M39765
WP_QUERCETIN_AND_NFKB_AP1_INDUCED_APOPTOSIS	M42567
WP_RAC1PAK1P38MMP2_PATHWAY	M39456
WP_RALA_DOWNSTREAM_REGULATED_GENES	M39408
WP_RANKLRANK_SIGNALING_PATHWAY	M39667
WP_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19	M40051
WP_RAS_SIGNALING	M39764
WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS	M39893
WP_REGULATION_OF_ACTIN_CYTOSKELETON	M39520
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN	M39533
WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION	M39772
WP_REGULATION_OF_WNT_BCATENIN_SIGNALING_BY_SMALL_MOLECULE_COMPOUNDS	M39525
WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY	M39824
WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX2_AND_EGFR	M39794
WP_RENINANGIOTENSINALDOSTERONE_SYSTEM_RAAS	M39845
WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION	M39745
WP_RESOLVIN_E1_AND_RESOLVIN_D1_SIGNALING_PATHWAYS_PROMOTING_INFLAMMATION_RESOLUTION	M45559
WP_RETINOBLASTOMA_GENE_IN_CANCER	M39678
WP_RETINOL_METABOLISM	M45515
WP_RETT_SYNDROME_CAUSING_GENES	M39759
WP_RIBOFLAVIN_AND_COQ_DISORDERS	M40065
WP_ROBO4_AND_VEGF_SIGNALING_PATHWAYS_CROSSTALK	M39486
WP_ROLES_OF_CERAMIDES_IN_THE_DEVELOPMENT_OF_INSULIN_RESISTANCE	M45533
WP_S1P_RECEPTOR_SIGNAL_TRANSDUCTION	M39384
WP_SARS_CORONAVIRUS_AND_INNATE_IMMUNITY	M39897
WP_SARSCOV2_ALTERING_ANGIOGENESIS_VIA_NRP1	M42561
WP_SARSCOV2_AND_ACE2_RECEPTOR_MOLECULAR_MECHANISMS	M39867
WP_SARSCOV2_AND_COVID19_PATHWAY	M40050
WP_SARSCOV2_B117_VARIANT_ANTAGONISES_INNATE_IMMUNE_ACTIVATION	M42581
WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE	M40067
WP_SARSCOV2_MITOCHONDRIAL_CHRONIC_OXIDATIVE_STRESS_AND_ENDOTHELIAL_DYSFUNCTION	M45548
WP_SARSCOV2_REPLICATION_ORGANELLE_FORMATION	M42553
WP_SCFA_AND_SKELETAL_MUSCLE_SUBSTRATE_METABOLISM	M39453
WP_SECRETION_OF_HYDROCHLORIC_ACID_IN_PARIETAL_CELLS	M39626
WP_SELECTIVE_EXPRESSION_OF_CHEMOKINE_RECEPTORS_DURING_TCELL_POLARIZATION	M39797
WP_SELENIUM_MICRONUTRIENT_NETWORK	M39385
WP_SERINE_METABOLISM	M42556
WP_SEROTONIN_AND_ANXIETY	M39511
WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS	M39614
WP_SEROTONIN_HTR1_GROUP_AND_FOS_PATHWAY	M42558
WP_SEROTONIN_RECEPTOR_2_AND_ELKSRFGATA4_SIGNALING	M39485
WP_SEROTONIN_RECEPTOR_467_AND_NR3C_SIGNALING	M39358
WP_SEROTONIN_TRANSPORTER_ACTIVITY	M39451
WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R	M39803
WP_SLEEP_REGULATION	M39504
WP_SMALL_CELL_LUNG_CANCER	M39834
WP_SMALL_LIGAND_GPCRS	M39728
WP_SMC1SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	M42562
WP_SOMATIC_SEX_DETERMINATION	M39887
WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING	M39742
WP_SOMITOGENESIS_IN_THE_CONTEXT_OF_SPONDYLOCOSTAL_DYSOSTOSIS	M39869
WP_SPHINGOLIPID_METABOLISM_IN_SENESCENCE	M42536
WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY	M39784
WP_SPHINGOLIPID_METABOLISM_OVERVIEW	M39863
WP_SPHINGOLIPID_PATHWAY	M39501
WP_SPINAL_CORD_INJURY	M39341
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS	M39703
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS	M39679
WP_SRF_AND_MIRS_IN_SMOOTH_MUSCLE_DIFFERENTIATION_AND_PROLIFERATION	M39393
WP_STATIN_INHIBITION_OF_CHOLESTEROL_PRODUCTION	M39514
WP_STEROID_BIOSYNTHESIS	M39538
WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING	M39395
WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19	M40061
WP_STRIATED_MUSCLE_CONTRACTION_PATHWAY	M39549
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	M39373
WP_SULFATION_BIOTRANSFORMATION_REACTION	M39483
WP_SULINDAC_METABOLIC_PATHWAY	M39671
WP_SUPRESSION_OF_HMGB1_MEDIATED_INFLAMMATION_BY_THBD	M39509
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER	M39822
WP_SYNAPTIC_VESICLE_PATHWAY	M39457
WP_SYNTHESIS_OF_CERAMIDES_AND_1DEOXYCERAMIDES	M45544
WP_T_CELL_RECEPTOR_AND_COSTIMULATORY_SIGNALING	M39632
WP_TAMOXIFEN_METABOLISM	M39631
WP_TARGET_OF_RAPAMYCIN_SIGNALING	M39635
WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE	M39460
WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC	M39489
WP_TCA_CYCLE_IN_SENESCENCE	M40058
WP_TCA_CYCLE_NUTRIENT_USE_AND_INVASIVENESS_OF_OVARIAN_CANCER	M39621
WP_TCELL_ACTIVATION_SARSCOV2	M42580
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	M39429
WP_TCELL_RECEPTOR_SIGNALING_PATHWAY	M39725
WP_TGFBETA_RECEPTOR_SIGNALING	M39351
WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS	M39886
WP_TGFBETA_SIGNALING_IN_THYROID_CELLS_FOR_EPITHELIALMESENCHYMAL_TRANSITION	M39370
WP_TGFBETA_SIGNALING_PATHWAY	M39432
WP_TGIF_DISRUPTION_OF_SHH_SIGNALING	M39607
WP_TH17_CELL_DIFFERENTIATION_PATHWAY	M45541
WP_THERMOGENESIS	M39746
WP_THIAMINE_METABOLIC_PATHWAYS	M39774
WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	M39380
WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS	M39791
WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY	M39684
WP_THYROXINE_THYROID_HORMONE_PRODUCTION	M39353
WP_TLR4_SIGNALING_AND_TOLERANCE	M39561
WP_TNFALPHA_SIGNALING_PATHWAY	M39662
WP_TNFRELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY	M39452
WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	M39434
WP_TOLLLIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88	M39573
WP_TP53_NETWORK	M39368
WP_TRANSCRIPTION_COFACTORS_SKI_AND_SKIL_PROTEIN_PARTNERS	M39825
WP_TRANSCRIPTION_FACTOR_REGULATION_IN_ADIPOGENESIS	M39414
WP_TRANSCRIPTION_FACTORS_REGULATE_MIRNAS_RELATED_TO_CARDIAC_HYPERTROPHY	M39431
WP_TRANSCRIPTIONAL_ACTIVATION_BY_NRF2_IN_RESPONSE_TO_PHYTOCHEMICALS	M39498
WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS	M39753
WP_TRANSLATION_FACTORS	M39423
WP_TRANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS	M39805
WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS	M39710
WP_TRANSSULFURATION_PATHWAY	M39324
WP_TRIACYLGLYCERIDE_SYNTHESIS	M39692
WP_TRYPTOPHAN_CATABOLISM_LEADING_TO_NAD_PRODUCTION	M39752
WP_TRYPTOPHAN_METABOLISM	M39500
WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1	M39522
WP_TYPE_2_PAPILLARY_RENAL_CELL_CARCINOMA	M39771
WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA	M39870
WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION	M39859
WP_TYPE_II_DIABETES_MELLITUS	M39658
WP_TYPE_II_INTERFERON_SIGNALING	M39363
WP_TYPE_III_INTERFERON_SIGNALING	M39464
WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA	M39508
WP_TYROSINE_METABOLISM_AND_RELATED_DISORDERS	M45543
WP_ULCERATIVE_COLITIS_SIGNALING	M45536
WP_ULTRACONSERVED_REGION_339_MODULATION_OF_TUMOR_SUPPRESSOR_MICRORNAS_IN_CANCER	M39779
WP_UNFOLDED_PROTEIN_RESPONSE	M39878
WP_UREA_CYCLE_AND_ASSOCIATED_PATHWAYS	M39850
WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS	M39468
WP_UREA_CYCLE_AND_RELATED_DISEASES	M39833
WP_VALPROIC_ACID_PATHWAY	M39371
WP_VASOPRESSINREGULATED_WATER_REABSORPTION	M42554
WP_VEGFAVEGFR2_SIGNALING_PATHWAY	M39729
WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	M39554
WP_VITAMIN_B12_DISORDERS	M39778
WP_VITAMIN_B12_METABOLISM	M39337
WP_VITAMIN_B6DEPENDENT_AND_RESPONSIVE_DISORDERS	M39767
WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES	M39773
WP_VITAMIN_D_METABOLISM	M39352
WP_VITAMIN_D_RECEPTOR_PATHWAY	M39718
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION	M39831
WP_VITAMIN_K_METABOLISM_AND_ACTIVATION_OF_DEPENDENT_PROTEINS	M45518
WP_WHITE_FAT_CELL_DIFFERENTIATION	M39333
WP_WNT_SIGNALING	M39669
WP_WNT_SIGNALING_IN_KIDNEY_DISEASE	M39699
WP_WNT_SIGNALING_PATHWAY	M39721
WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY	M39387
WP_WNTBETACATENIN_SIGNALING_PATHWAY_IN_LEUKEMIA	M39407
WP_ZINC_HOMEOSTASIS	M39377
